Publication A,Publication B,Number,Publication A xx Publication B
13-D-21,17-D-05,1,Is quoted by
13-D-21,17-D-25,17,Is quoted by
13-D-21,20-D-11,14,Is quoted by
13-D-21,20-D-17,1,Is quoted by
13-D-20,00-D-47,3,Quotes
13-D-20,09-D-06,1,Quotes
13-D-20,94-A-15,3,Quotes
13-D-20,07-D-33,5,Quotes
13-D-20,09-D-14,2,Quotes
13-D-20,07-D-43,1,Quotes
13-D-20,09-D-24,3,Quotes
13-D-20,09-D-36,1,Quotes
13-D-20,10-A-13,4,Quotes
13-D-20,00-A-03,1,Quotes
13-D-20,09-MC-01,7,Quotes
13-D-20,10-D-14,4,Quotes
13-D-20,10-D-34,1,Quotes
13-D-20,11-A-02,4,Quotes
13-D-20,11-D-02,1,Quotes
13-D-20,08-D-09,1,Quotes
13-D-20,12-D-02,1,Quotes
13-D-20,12-D-25,2,Quotes
13-D-20,13-D-11,1,Quotes
13-D-20,13-A-25,2,Is quoted by
13-D-20,14-A-10,1,Is quoted by
13-D-20,14-A-11,1,Is quoted by
13-D-20,14-A-12,1,Is quoted by
13-D-20,14-D-04,2,Is quoted by
13-D-20,14-D-11,1,Is quoted by
13-D-20,14-MC-02,3,Is quoted by
13-D-20,17-D-08,1,Is quoted by
13-D-20,17-D-25,1,Is quoted by
13-D-20,18-D-11,1,Is quoted by
13-D-20,20-A-08,2,Is quoted by
13-D-20,21-D-03,1,Is quoted by
13-D-20,21-D-25,1,Is quoted by
13-D-19,10-A-26,1,Quotes
13-D-19,11-D-03,2,Quotes
13-D-19,12-A-15,1,Quotes
13-D-19,00-D-14,1,Quotes
13-D-18,11-D-11,12,Quotes
13-D-18,12-D-17,2,Quotes
13-D-18,21-A-05,1,Is quoted by
13-D-17,11-D-11,12,Quotes
13-D-17,12-D-17,2,Quotes
13-D-17,16-D-13,12,Is quoted by
13-D-17,19-D-18,2,Is quoted by
13-D-16,09-A-55,5,Quotes
13-D-16,00-A-29,1,Quotes
13-D-16,94-A-15,3,Quotes
13-D-16,95-A-18,1,Quotes
13-D-16,96-A-10,1,Quotes
13-D-16,97-A-07,1,Quotes
13-D-16,98-A-05,1,Quotes
13-D-16,06-MC-02,2,Quotes
13-D-16,10-A-13,1,Quotes
13-D-16,09-MC-01,2,Quotes
13-D-16,02-A-06,1,Quotes
13-D-16,05-A-16,1,Quotes
13-D-16,97-A-10,1,Quotes
13-D-16,97-A-20,1,Quotes
13-D-16,12-D-24,1,Quotes
13-D-16,04-A-21,1,Quotes
13-D-16,06-MC-03,2,Quotes
13-D-16,13-A-14,2,Is quoted by
13-D-16,14-A-05,1,Is quoted by
13-D-16,14-D-06,1,Is quoted by
13-D-16,14-D-07,1,Is quoted by
13-D-16,15-D-05,16,Is quoted by
13-D-16,15-D-11,1,Is quoted by
13-D-16,16-MC-01,2,Is quoted by
13-D-16,17-D-08,3,Is quoted by
13-D-16,17-D-26,1,Is quoted by
13-D-16,18-D-12,1,Is quoted by
13-D-16,19-MC-01,1,Is quoted by
13-D-16,20-MC-01,1,Is quoted by
13-D-16,21-D-03,1,Is quoted by
13-D-15,09-A-45,3,Quotes
13-D-15,08-D-30,1,Quotes
13-D-15,19-A-12,4,Is quoted by
13-D-14,07-D-41,1,Quotes
13-D-14,09-D-17,3,Quotes
13-D-14,05-D-27,1,Quotes
13-D-14,02-D-37,1,Quotes
13-D-14,07-D-48,1,Quotes
13-D-14,99-D-70,1,Quotes
13-D-14,97-D-45,1,Quotes
13-D-14,10-D-04,1,Quotes
13-D-14,06-D-30,1,Quotes
13-D-14,07-D-05,1,Quotes
13-D-14,12-D-09,1,Quotes
13-D-14,13-D-06,1,Quotes
13-D-14,95-D-44,1,Quotes
13-D-14,96-D-78,1,Quotes
13-D-14,19-D-19,1,Is quoted by
13-D-13,10-D-25,4,Quotes
13-D-13,06-D-36,10,Quotes
13-D-13,16-D-08,1,Is quoted by
13-D-12,07-A-04,1,Quotes
13-D-12,07-A-05,1,Quotes
13-D-12,05-D-27,1,Quotes
13-D-12,07-D-48,1,Quotes
13-D-12,01-D-14,1,Quotes
13-D-12,09-D-05,3,Quotes
13-D-12,06-D-09,1,Quotes
13-D-12,07-A-01,1,Quotes
13-D-12,06-D-03,1,Quotes
13-D-12,08-D-13,2,Quotes
13-D-12,07-D-21,2,Quotes
13-D-12,10-D-35,1,Quotes
13-D-12,10-D-39,1,Quotes
13-D-12,11-D-02,1,Quotes
13-D-12,08-D-09,1,Quotes
13-D-12,11-D-07,2,Quotes
13-D-12,11-D-13,1,Quotes
13-D-12,11-D-17,2,Quotes
13-D-12,12-D-02,1,Quotes
13-D-12,04-D-42,2,Quotes
13-D-12,12-D-09,1,Quotes
13-D-12,12-D-10,1,Quotes
13-D-12,07-A-02,1,Quotes
13-D-12,14-D-16,3,Is quoted by
13-D-12,14-D-19,3,Is quoted by
13-D-12,15-D-03,1,Is quoted by
13-D-12,15-D-04,1,Is quoted by
13-D-12,15-D-08,1,Is quoted by
13-D-12,15-D-19,1,Is quoted by
13-D-12,16-D-20,1,Is quoted by
13-D-12,17-D-20,1,Is quoted by
13-D-12,17-D-27,2,Is quoted by
13-D-12,18-D-06,1,Is quoted by
13-D-12,18-D-09,1,Is quoted by
13-D-12,18-D-23,1,Is quoted by
13-D-12,19-D-25,1,Is quoted by
13-D-12,20-D-04,2,Is quoted by
13-D-12,20-D-05,1,Is quoted by
13-D-12,20-D-09,1,Is quoted by
13-D-12,20-D-12,1,Is quoted by
13-D-12,21-D-09,1,Is quoted by
13-D-12,21-D-11,1,Is quoted by
13-D-12,21-D-25,1,Is quoted by
13-D-12,21-D-26,1,Is quoted by
13-D-11,07-D-33,3,Quotes
13-D-11,09-D-14,2,Quotes
13-D-11,09-D-28,2,Quotes
13-D-11,07-MC-06,2,Quotes
13-D-11,09-D-36,1,Quotes
13-D-11,10-D-16,3,Quotes
13-D-11,10-D-02,3,Quotes
13-D-11,10-D-14,1,Quotes
13-D-11,10-D-25,1,Quotes
13-D-11,06-D-36,1,Quotes
13-D-11,10-D-28,1,Quotes
13-D-11,10-D-32,3,Quotes
13-D-11,10-D-34,1,Quotes
13-D-11,04-D-70,1,Quotes
13-D-11,99-A-05,2,Quotes
13-D-11,13-A-24,17,Is quoted by
13-D-11,13-D-20,1,Is quoted by
13-D-11,13-D-21,18,Is quoted by
13-D-11,14-D-08,6,Is quoted by
13-D-11,14-MC-01,1,Is quoted by
13-D-11,17-D-25,24,Is quoted by
13-D-11,20-D-11,16,Is quoted by
13-D-11,20-D-17,1,Is quoted by
13-D-11,21-D-07,1,Is quoted by
13-D-10,09-D-02,3,Quotes
13-D-10,03-D-09,1,Quotes
13-D-10,06-D-16,1,Quotes
13-D-10,07-D-23,1,Quotes
13-D-10,07-D-33,1,Quotes
13-D-10,09-D-07,2,Quotes
13-D-10,09-D-14,1,Quotes
13-D-10,07-MC-06,1,Quotes
13-D-10,10-D-16,1,Quotes
13-D-10,12-A-25,4,Quotes
13-D-10,12-D-16,3,Quotes
13-D-10,06-D-14,1,Quotes
13-D-10,06-MC-01,2,Quotes
13-D-10,07-D-10,3,Quotes
13-D-10,12-A-24,2,Quotes
13-D-10,17-D-23,3,Is quoted by
13-D-09,09-D-03,2,Quotes
13-D-09,05-D-19,4,Quotes
13-D-09,08-D-15,1,Quotes
13-D-09,07-D-33,3,Quotes
13-D-09,09-D-10,1,Quotes
13-D-09,05-D-17,1,Quotes
13-D-09,06-D-08,1,Quotes
13-D-09,07-D-47,1,Quotes
13-D-09,07-D-15,4,Quotes
13-D-09,08-D-33,1,Quotes
13-D-09,03-D-07,1,Quotes
13-D-09,10-D-04,1,Quotes
13-D-09,10-D-22,1,Quotes
13-D-09,01-D-67,1,Quotes
13-D-09,10-D-39,1,Quotes
13-D-09,05-D-67,1,Quotes
13-D-09,11-D-02,1,Quotes
13-D-09,11-D-07,1,Quotes
13-D-09,11-D-13,2,Quotes
13-D-09,95-D-17,1,Quotes
13-D-09,16-D-02,2,Is quoted by
13-D-09,16-D-09,1,Is quoted by
13-D-09,16-D-28,1,Is quoted by
13-D-09,18-D-05,2,Is quoted by
13-D-09,18-D-17,1,Is quoted by
13-D-09,18-D-19,2,Is quoted by
13-D-09,18-D-26,1,Is quoted by
13-D-09,19-D-17,1,Is quoted by
13-D-09,20-D-09,1,Is quoted by
13-D-09,21-D-05,3,Is quoted by
13-D-09,21-D-06,2,Is quoted by
13-D-09,21-D-21,1,Is quoted by
13-D-08,08-D-16,1,Quotes
13-D-08,10-D-09,1,Quotes
13-D-07,09-D-04,1,Quotes
13-D-07,10-D-30,6,Quotes
13-D-07,10-MC-01,4,Quotes
13-D-07,12-D-11,1,Quotes
13-D-07,05-D-34,1,Quotes
13-D-07,14-D-02,1,Is quoted by
13-D-07,15-D-13,4,Is quoted by
13-D-07,19-D-26,4,Is quoted by
13-D-07,19-MC-01,3,Is quoted by
13-D-07,21-D-07,1,Is quoted by
13-D-07,21-D-25,2,Is quoted by
13-D-06,00-D-28,1,Quotes
13-D-06,09-D-06,1,Quotes
13-D-06,07-D-33,1,Quotes
13-D-06,09-D-24,1,Quotes
13-D-06,09-D-05,2,Quotes
13-D-06,08-D-16,1,Quotes
13-D-06,06-D-09,1,Quotes
13-D-06,09-D-36,2,Quotes
13-D-06,04-D-13,1,Quotes
13-D-06,08-D-13,2,Quotes
13-D-06,10-D-17,1,Quotes
13-D-06,07-D-21,2,Quotes
13-D-06,10-D-39,1,Quotes
13-D-06,11-D-07,2,Quotes
13-D-06,12-D-02,1,Quotes
13-D-06,12-D-06,4,Quotes
13-D-06,04-D-42,2,Quotes
13-D-06,12-D-09,1,Quotes
13-D-06,12-D-10,1,Quotes
13-D-06,12-D-24,1,Quotes
13-D-06,12-D-25,1,Quotes
13-D-06,96-D-40,1,Quotes
13-D-06,05-A-24,3,Quotes
13-D-06,13-D-14,1,Is quoted by
13-D-06,17-D-25,1,Is quoted by
13-D-05,09-A-46,11,Quotes
13-D-05,91-D-04,3,Quotes
13-D-05,99-A-17,2,Quotes
13-D-05,09-D-02,1,Quotes
13-D-05,03-D-42,3,Quotes
13-D-05,04-D-28,1,Quotes
13-D-05,06-D-16,1,Quotes
13-D-05,09-D-14,1,Quotes
13-D-05,09-D-21,2,Quotes
13-D-05,09-D-36,1,Quotes
13-D-05,10-A-11,1,Quotes
13-D-05,10-D-08,2,Quotes
13-D-05,12-A-06,2,Quotes
13-D-05,00-D-82,1,Quotes
13-D-05,12-D-20,1,Quotes
13-D-05,02-D-36,1,Quotes
13-D-05,00-D-10,3,Quotes
13-D-05,03-D-37,2,Quotes
13-D-05,09-A-32,2,Quotes
13-D-05,16-D-12,8,Is quoted by
13-D-05,16-D-23,2,Is quoted by
13-D-05,20-D-17,2,Is quoted by
13-D-04,94-A-15,1,Quotes
13-D-04,09-MC-01,3,Quotes
13-D-04,13-A-25,1,Is quoted by
13-D-04,14-D-07,1,Is quoted by
13-D-04,14-MC-02,1,Is quoted by
13-D-04,15-D-11,2,Is quoted by
13-D-04,16-MC-01,1,Is quoted by
13-D-04,18-D-11,2,Is quoted by
13-D-04,20-MC-01,1,Is quoted by
13-D-03,00-D-28,1,Quotes
13-D-03,05-D-65,1,Quotes
13-D-03,05-D-27,1,Quotes
13-D-03,07-D-48,1,Quotes
13-D-03,09-D-05,2,Quotes
13-D-03,06-D-09,1,Quotes
13-D-03,06-D-37,1,Quotes
13-D-03,06-D-30,1,Quotes
13-D-03,08-D-13,2,Quotes
13-D-03,08-D-23,1,Quotes
13-D-03,07-D-21,2,Quotes
13-D-03,10-D-39,1,Quotes
13-D-03,11-D-02,3,Quotes
13-D-03,11-D-07,2,Quotes
13-D-03,12-D-02,1,Quotes
13-D-03,07-D-05,1,Quotes
13-D-03,04-D-42,2,Quotes
13-D-03,07-D-16,1,Quotes
13-D-03,03-D-47,2,Quotes
13-D-03,14-D-19,1,Is quoted by
13-D-03,19-D-24,2,Is quoted by
13-D-03,20-D-09,5,Is quoted by
13-D-03,21-D-09,1,Is quoted by
13-D-02,09-D-08,1,Quotes
13-D-02,09-D-10,1,Quotes
13-D-02,10-D-15,2,Quotes
13-D-02,94-D-51,1,Quotes
13-D-02,96-D-04,6,Quotes
13-D-02,03-D-51,1,Quotes
13-A-25,07-D-33,4,Quotes
13-A-25,10-A-13,3,Quotes
13-A-25,02-MC-03,2,Quotes
13-A-25,11-D-09,4,Quotes
13-A-25,12-A-09,4,Quotes
13-A-25,12-A-19,8,Quotes
13-A-25,13-D-04,1,Quotes
13-A-25,13-D-20,2,Quotes
13-A-25,14-A-10,1,Is quoted by
13-A-25,14-A-11,1,Is quoted by
13-A-25,14-A-12,1,Is quoted by
13-A-25,16-A-22,6,Is quoted by
13-A-25,18-A-12,3,Is quoted by
13-A-24,09-D-17,1,Quotes
13-A-24,09-D-28,4,Quotes
13-A-24,07-MC-06,1,Quotes
13-A-24,10-A-15,3,Quotes
13-A-24,10-D-16,1,Quotes
13-A-24,10-D-02,4,Quotes
13-A-24,10-D-37,4,Quotes
13-A-24,12-A-18,2,Quotes
13-A-24,07-D-22,2,Quotes
13-A-24,07-D-45,1,Quotes
13-A-24,07-D-46,1,Quotes
13-A-24,12-A-23,5,Quotes
13-A-24,13-A-12,3,Quotes
13-A-24,01-D-07,1,Quotes
13-A-24,13-D-11,17,Quotes
13-A-24,13-D-21,5,Quotes
13-A-24,14-A-15,4,Is quoted by
13-A-24,16-A-09,8,Is quoted by
13-A-24,16-D-01,1,Is quoted by
13-A-24,17-A-10,9,Is quoted by
13-A-24,17-D-25,1,Is quoted by
13-A-24,19-A-08,17,Is quoted by
13-A-24,19-A-18,2,Is quoted by
13-A-24,20-D-11,1,Is quoted by
13-A-23,09-A-51,2,Quotes
13-A-23,05-A-02,2,Quotes
13-A-23,04-A-04,2,Quotes
13-A-23,14-A-17,2,Is quoted by
13-A-23,15-A-07,5,Is quoted by
13-A-23,15-A-20,3,Is quoted by
13-A-23,17-A-04,2,Is quoted by
13-A-23,18-A-10,1,Is quoted by
13-A-22,18-A-04,3,Is quoted by
13-A-21,93-D-42,1,Quotes
13-A-21,19-A-12,1,Is quoted by
13-A-21,20-A-11,1,Is quoted by
13-A-20,07-A-12,1,Quotes
13-A-20,10-A-26,1,Quotes
13-A-20,10-D-08,1,Quotes
13-A-20,19-A-12,3,Is quoted by
13-A-19,09-A-42,1,Quotes
13-A-19,03-MC-01,2,Quotes
13-A-19,06-A-13,5,Quotes
13-A-19,07-A-08,1,Quotes
13-A-19,00-D-28,1,Quotes
13-A-19,09-D-06,1,Quotes
13-A-19,07-D-41,1,Quotes
13-A-19,09-D-10,1,Quotes
13-A-19,10-D-28,2,Quotes
13-A-19,10-D-32,3,Quotes
13-A-19,12-A-15,1,Quotes
13-A-19,12-D-13,1,Quotes
13-A-19,12-D-25,1,Quotes
13-A-19,04-A-09,3,Quotes
13-A-19,06-A-08,1,Quotes
13-A-19,07-A-07,3,Quotes
13-A-19,07-A-15,1,Quotes
13-A-19,21-D-12,1,Is quoted by
13-A-18,16-A-23,1,Is quoted by
13-A-17,06-A-05,1,Quotes
13-A-17,10-A-12,4,Quotes
13-A-17,11-A-09,1,Quotes
13-A-17,11-A-19,2,Quotes
13-A-17,19-A-12,1,Is quoted by
13-A-16,04-A-17,1,Quotes
13-A-16,07-A-05,1,Quotes
13-A-16,07-A-01,1,Quotes
13-A-16,10-A-17,4,Quotes
13-A-16,11-A-19,5,Quotes
13-A-16,13-A-02,2,Quotes
13-A-16,17-A-13,4,Is quoted by
13-A-16,19-A-12,1,Is quoted by
13-A-15,05-A-10,1,Quotes
13-A-15,05-A-05,1,Quotes
13-A-15,08-A-11,1,Quotes
13-A-15,10-A-18,1,Quotes
13-A-15,11-A-05,1,Quotes
13-A-15,11-A-07,4,Quotes
13-A-15,14-A-08,2,Is quoted by
13-A-15,17-A-13,4,Is quoted by
13-A-15,19-A-12,1,Is quoted by
13-A-14,00-D-47,1,Quotes
13-A-14,00-D-50,2,Quotes
13-A-14,09-A-55,7,Quotes
13-A-14,00-A-29,1,Quotes
13-A-14,08-A-17,4,Quotes
13-A-14,94-A-15,1,Quotes
13-A-14,95-A-18,1,Quotes
13-A-14,96-A-10,2,Quotes
13-A-14,97-A-07,1,Quotes
13-A-14,98-A-05,6,Quotes
13-A-14,08-A-18,2,Quotes
13-A-14,11-A-15,7,Quotes
13-A-14,12-D-25,4,Quotes
13-A-14,13-D-16,2,Quotes
13-A-14,14-A-05,1,Is quoted by
13-A-14,14-A-09,1,Is quoted by
13-A-14,14-A-10,2,Is quoted by
13-A-14,14-A-11,2,Is quoted by
13-A-14,14-A-12,2,Is quoted by
13-A-14,14-A-13,1,Is quoted by
13-A-14,15-A-01,17,Is quoted by
13-A-14,15-D-05,1,Is quoted by
13-A-14,18-A-06,1,Is quoted by
13-A-14,19-A-02,1,Is quoted by
13-A-14,20-A-08,3,Is quoted by
13-A-14,21-A-01,1,Is quoted by
13-A-14,21-A-07,1,Is quoted by
13-A-13,05-A-08,1,Quotes
13-A-13,11-A-10,1,Quotes
13-A-13,12-A-03,4,Quotes
13-A-13,13-A-09,1,Quotes
13-A-12,07-D-07,1,Quotes
13-A-12,08-D-25,1,Quotes
13-A-12,12-A-20,3,Quotes
13-A-12,06-D-28,1,Quotes
13-A-12,12-A-23,1,Quotes
13-A-12,12-D-23,1,Quotes
13-A-12,13-A-24,3,Is quoted by
13-A-12,16-A-09,16,Is quoted by
13-A-12,17-A-10,2,Is quoted by
13-A-12,19-A-08,4,Is quoted by
13-A-12,19-A-18,1,Is quoted by
13-A-11,92-A-01,1,Quotes
13-A-11,19-A-13,2,Is quoted by
13-A-10,09-A-53,4,Quotes
13-A-10,06-A-10,2,Quotes
13-A-10,11-A-08,2,Quotes
13-A-10,14-A-06,4,Is quoted by
13-A-10,19-A-03,1,Is quoted by
13-A-10,19-A-08,1,Is quoted by
13-A-09,12-A-03,1,Quotes
13-A-09,13-A-13,1,Is quoted by
13-A-09,14-MC-02,4,Is quoted by
13-A-09,16-MC-01,2,Is quoted by
13-A-09,17-D-16,1,Is quoted by
13-A-08,08-A-16,1,Quotes
13-A-08,10-A-13,2,Quotes
13-A-08,13-A-02,1,Quotes
13-A-08,14-D-10,3,Is quoted by
13-A-08,15-A-06,1,Is quoted by
13-A-06,09-A-02,1,Quotes
13-A-06,09-A-29,3,Quotes
13-A-06,09-A-03,1,Quotes
13-A-06,09-A-04,1,Quotes
13-A-06,12-A-22,1,Quotes
13-A-06,03-D-36,1,Quotes
13-A-06,09-D-13,1,Quotes
13-A-05,09-A-29,1,Quotes
13-A-05,12-A-22,3,Quotes
13-A-05,03-D-36,1,Quotes
13-A-05,09-D-13,1,Quotes
13-A-05,09-A-22,2,Quotes
13-A-04,09-A-04,4,Quotes
13-A-04,12-A-22,1,Quotes
13-A-04,03-D-36,1,Quotes
13-A-04,09-D-13,1,Quotes
13-A-03,12-A-22,1,Quotes
13-A-03,03-D-36,1,Quotes
13-A-03,09-D-13,1,Quotes
13-A-03,09-A-18,6,Quotes
13-A-02,09-D-15,1,Quotes
13-A-02,08-A-16,5,Quotes
13-A-02,08-MC-01,1,Quotes
13-A-02,10-A-13,2,Quotes
13-A-02,10-A-17,2,Quotes
13-A-02,11-A-19,4,Quotes
13-A-02,13-A-08,1,Is quoted by
13-A-02,13-A-16,2,Is quoted by
13-A-01,09-A-03,1,Quotes
13-A-01,09-A-40,5,Quotes
13-A-01,05-D-70,1,Quotes
13-A-01,12-A-22,1,Quotes
13-A-01,03-D-36,1,Quotes
13-A-01,09-D-13,1,Quotes
12-D-29,04-D-32,2,Quotes
12-D-29,09-D-14,1,Quotes
12-D-29,06-D-03,1,Quotes
12-D-29,10-D-17,1,Quotes
12-D-29,06-D-24,1,Quotes
12-D-29,12-D-04,1,Quotes
12-D-29,96-D-40,2,Quotes
12-D-29,15-D-16,5,Is quoted by
12-D-28,09-D-31,1,Quotes
12-D-28,11-MC-01,1,Quotes
12-D-28,08-D-08,1,Quotes
12-D-28,05-D-11,1,Quotes
12-D-28,14-D-17,1,Is quoted by
12-D-28,21-D-25,1,Is quoted by
12-D-27,09-D-06,1,Quotes
12-D-27,05-D-27,1,Quotes
12-D-27,02-D-37,1,Quotes
12-D-27,01-D-14,1,Quotes
12-D-27,09-D-05,4,Quotes
12-D-27,06-D-09,1,Quotes
12-D-27,08-D-13,2,Quotes
12-D-27,07-D-21,2,Quotes
12-D-27,02-D-57,1,Quotes
12-D-27,10-D-39,1,Quotes
12-D-27,11-D-02,3,Quotes
12-D-27,08-D-09,1,Quotes
12-D-27,11-D-07,2,Quotes
12-D-27,12-D-02,1,Quotes
12-D-27,04-D-42,2,Quotes
12-D-27,04-D-66,1,Quotes
12-D-27,14-D-19,1,Is quoted by
12-D-27,19-D-25,1,Is quoted by
12-D-27,21-A-08,2,Is quoted by
12-D-26,95-D-50,3,Quotes
12-D-26,07-D-33,3,Quotes
12-D-26,05-D-27,1,Quotes
12-D-26,09-D-18,1,Quotes
12-D-26,10-D-11,1,Quotes
12-D-26,08-D-09,1,Quotes
12-D-26,00-D-84,1,Quotes
12-D-26,01-D-30,8,Quotes
12-D-26,03-D-13,1,Quotes
12-D-26,05-D-22,1,Quotes
12-D-26,16-D-30,1,Is quoted by
12-D-26,21-D-27,1,Is quoted by
12-D-25,09-D-06,6,Quotes
12-D-25,07-D-33,6,Quotes
12-D-25,09-D-24,2,Quotes
12-D-25,09-D-36,2,Quotes
12-D-25,11-A-15,1,Quotes
12-D-25,12-D-06,1,Quotes
12-D-25,12-D-09,2,Quotes
12-D-25,12-D-10,1,Quotes
12-D-25,13-A-14,4,Is quoted by
12-D-25,13-A-19,1,Is quoted by
12-D-25,13-D-06,1,Is quoted by
12-D-25,13-D-20,2,Is quoted by
12-D-25,14-A-05,1,Is quoted by
12-D-25,14-A-10,1,Is quoted by
12-D-25,14-A-11,1,Is quoted by
12-D-25,14-A-12,1,Is quoted by
12-D-25,14-A-13,1,Is quoted by
12-D-25,14-D-02,1,Is quoted by
12-D-25,14-D-05,1,Is quoted by
12-D-25,15-A-01,3,Is quoted by
12-D-25,15-D-01,1,Is quoted by
12-D-25,15-D-17,2,Is quoted by
12-D-25,16-D-14,2,Is quoted by
12-D-25,16-MC-01,3,Is quoted by
12-D-25,18-A-03,1,Is quoted by
12-D-25,19-D-19,1,Is quoted by
12-D-25,19-D-25,1,Is quoted by
12-D-24,94-D-41,1,Quotes
12-D-24,07-D-33,8,Quotes
12-D-24,09-D-15,4,Quotes
12-D-24,02-D-69,2,Quotes
12-D-24,04-D-48,3,Quotes
12-D-24,07-A-05,1,Quotes
12-D-24,08-A-16,1,Quotes
12-D-24,01-D-46,4,Quotes
12-D-24,04-MC-02,2,Quotes
12-D-24,05-D-59,4,Quotes
12-D-24,94-D-21,5,Quotes
12-D-24,97-D-53,4,Quotes
12-D-24,09-D-36,11,Quotes
12-D-24,07-A-01,1,Quotes
12-D-24,09-MC-02,3,Quotes
12-D-24,10-A-17,2,Quotes
12-D-24,04-D-10,1,Quotes
12-D-24,12-D-05,1,Quotes
12-D-24,02-D-36,1,Quotes
12-D-24,05-D-39,1,Quotes
12-D-24,13-D-06,1,Is quoted by
12-D-24,13-D-16,1,Is quoted by
12-D-24,14-D-05,18,Is quoted by
12-D-24,14-MC-02,2,Is quoted by
12-D-24,15-D-17,7,Is quoted by
12-D-24,15-D-20,7,Is quoted by
12-D-24,17-D-06,1,Is quoted by
12-D-24,21-D-25,1,Is quoted by
12-D-23,08-D-25,3,Quotes
12-D-23,06-D-28,1,Quotes
12-D-23,12-D-10,1,Quotes
12-D-23,12-A-23,1,Is quoted by
12-D-23,13-A-12,1,Is quoted by
12-D-23,14-D-06,1,Is quoted by
12-D-23,14-D-07,1,Is quoted by
12-D-23,18-D-23,2,Is quoted by
12-D-23,19-D-14,2,Is quoted by
12-D-23,21-D-20,2,Is quoted by
12-D-23,21-D-26,6,Is quoted by
12-D-23,21-D-30,1,Is quoted by
12-D-22,10-A-29,1,Quotes
12-D-22,10-D-30,1,Quotes
12-D-22,10-MC-01,2,Quotes
12-D-22,10-D-38,9,Quotes
12-D-22,15-D-13,2,Is quoted by
12-D-21,10-A-04,2,Quotes
12-D-21,08-D-05,3,Quotes
12-D-21,02-D-73,1,Quotes
12-D-20,09-A-46,2,Quotes
12-D-20,02-D-66,1,Quotes
12-D-20,04-D-67,1,Quotes
12-D-20,06-D-10,1,Quotes
12-D-20,13-D-05,1,Is quoted by
12-D-20,14-D-07,1,Is quoted by
12-D-20,16-D-12,1,Is quoted by
12-D-20,19-A-12,1,Is quoted by
12-D-19,02-D-14,1,Quotes
12-D-19,05-D-43,2,Quotes
12-D-19,07-D-41,1,Quotes
12-D-19,97-D-26,1,Quotes
12-D-19,09-D-14,1,Quotes
12-D-19,09-D-17,5,Quotes
12-D-19,10-D-11,3,Quotes
12-D-19,00-D-78,1,Quotes
12-D-19,10-D-32,2,Quotes
12-D-19,94-D-05,4,Quotes
12-D-19,03-D-52,1,Quotes
12-D-19,03-D-06,1,Quotes
12-D-19,04-D-75,1,Quotes
12-D-19,96-D-04,1,Quotes
12-D-19,99-D-31,1,Quotes
12-D-19,16-D-23,2,Is quoted by
12-D-19,17-D-05,1,Is quoted by
12-D-19,20-D-17,2,Is quoted by
12-D-19,21-D-21,2,Is quoted by
12-D-17,07-D-41,1,Quotes
12-D-17,07-D-43,1,Quotes
12-D-17,09-D-17,1,Quotes
12-D-17,05-D-27,1,Quotes
12-D-17,11-D-11,4,Quotes
12-D-17,05-D-29,1,Quotes
12-D-17,13-D-17,2,Is quoted by
12-D-17,13-D-18,2,Is quoted by
12-D-17,15-D-08,1,Is quoted by
12-D-16,09-D-02,12,Quotes
12-D-16,03-D-09,1,Quotes
12-D-16,03-D-42,2,Quotes
12-D-16,04-D-28,1,Quotes
12-D-16,06-D-16,4,Quotes
12-D-16,07-D-23,1,Quotes
12-D-16,13-D-10,3,Is quoted by
12-D-16,17-D-23,3,Is quoted by
12-D-16,21-D-18,1,Is quoted by
12-D-15,06-D-30,1,Quotes
12-D-15,10-D-13,1,Quotes
12-D-15,16-D-07,1,Is quoted by
12-D-15,16-D-24,1,Is quoted by
12-D-15,17-D-04,9,Is quoted by
12-D-15,18-D-16,9,Is quoted by
12-D-14,07-D-33,1,Quotes
12-D-14,09-D-14,1,Quotes
12-D-14,10-D-32,1,Quotes
12-D-13,06-D-18,1,Quotes
12-D-13,05-D-50,1,Quotes
12-D-13,91-D-31,1,Quotes
12-D-13,06-D-23,1,Quotes
12-D-13,11-A-01,2,Quotes
12-D-13,90-A-16,1,Quotes
12-D-13,97-A-23,4,Quotes
12-D-13,13-A-19,1,Is quoted by
12-D-13,18-A-05,1,Is quoted by
12-D-12,05-D-13,1,Quotes
12-D-12,12-A-15,2,Is quoted by
12-D-12,16-D-24,1,Is quoted by
12-D-11,09-D-02,1,Quotes
12-D-11,04-D-26,1,Quotes
12-D-11,03-D-20,1,Quotes
12-D-11,04-D-60,1,Quotes
12-D-11,09-D-36,1,Quotes
12-D-11,10-D-07,1,Quotes
12-D-11,10-D-32,1,Quotes
12-D-11,10-D-33,2,Quotes
12-D-11,07-D-21,3,Quotes
12-D-11,11-D-08,1,Quotes
12-D-11,11-MC-01,1,Quotes
12-D-11,01-D-42,1,Quotes
12-D-11,02-D-56,1,Quotes
12-D-11,02-D-65,1,Quotes
12-D-11,03-D-14,1,Quotes
12-D-11,04-D-77,1,Quotes
12-D-11,08-D-08,1,Quotes
12-D-11,13-D-07,1,Is quoted by
12-D-11,14-D-02,1,Is quoted by
12-D-11,14-D-03,3,Is quoted by
12-D-11,15-D-15,2,Is quoted by
12-D-11,16-D-14,1,Is quoted by
12-D-11,18-A-04,1,Is quoted by
